id_produit;libelle;b_mm;h_mm;L_max_m;classe_resistance;famille;id_config_materiau;libelle_config_materiau;classe_dans_libelle;disponible;fournisseur;statut_ingestion;raison_exclusion;ligne_csv_source
103913;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 100X320 mm L.4.50 m;100.0;320.0;4.5;GL24h;INCONNU;MAT_33ac0cd8;100x320 GL24h L=4.5m;True;True;NO MARQUE;valide;;1331
103914;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 100X320 mm L.6.50 m;100.0;320.0;6.5;GL24h;INCONNU;MAT_845f59f2;100x320 GL24h L=6.5m;True;True;NO MARQUE;valide;;1332
103915;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 100X320 mm L.9.00 m;100.0;320.0;9.0;GL24h;INCONNU;MAT_54227f32;100x320 GL24h L=9.0m;True;True;NO MARQUE;valide;;1333
103916;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 100X320 mm L.13.00 m;100.0;320.0;13.0;GL24h;INCONNU;MAT_7e4b8971;100x320 GL24h L=13.0m;True;True;NO MARQUE;valide;;1334
103917;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 100X360 mm L.4.50 m;100.0;360.0;4.5;GL24h;INCONNU;MAT_9256d472;100x360 GL24h L=4.5m;True;True;NO MARQUE;valide;;1335
103918;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 100X360 mm L.6.50 m;100.0;360.0;6.5;GL24h;INCONNU;MAT_572dcb01;100x360 GL24h L=6.5m;True;True;NO MARQUE;valide;;1336
103919;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 100X360 mm L.9.00 m;100.0;360.0;9.0;GL24h;INCONNU;MAT_7823fa09;100x360 GL24h L=9.0m;True;True;NO MARQUE;valide;;1337
103920;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 100X360 mm L.13.00 m;100.0;360.0;13.0;GL24h;INCONNU;MAT_3d1c434a;100x360 GL24h L=13.0m;True;True;NO MARQUE;valide;;1338
103921;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 120X400 mm L.4.50 m;120.0;400.0;4.5;GL24h;INCONNU;MAT_ddb17bf5;120x400 GL24h L=4.5m;True;True;NO MARQUE;valide;;1339
103922;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 120X400 mm L.6.50 m;120.0;400.0;6.5;GL24h;INCONNU;MAT_ac0ba556;120x400 GL24h L=6.5m;True;True;NO MARQUE;valide;;1340
103923;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 120X400 mm L.9.00 m;120.0;400.0;9.0;GL24h;INCONNU;MAT_11acf265;120x400 GL24h L=9.0m;True;True;NO MARQUE;valide;;1341
103924;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 120X400 mm L.13.00 m;120.0;400.0;13.0;GL24h;INCONNU;MAT_fed62eed;120x400 GL24h L=13.0m;True;True;NO MARQUE;valide;;1342
103925;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 140X360 mm L.4.50 m;140.0;360.0;4.5;GL24h;INCONNU;MAT_426299b2;140x360 GL24h L=4.5m;True;True;NO MARQUE;valide;;1343
103926;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 140X360 mm L.6.50 m;140.0;360.0;6.5;GL24h;INCONNU;MAT_aa4b5396;140x360 GL24h L=6.5m;True;True;NO MARQUE;valide;;1344
103927;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 140X360 mm L.9.00 m;140.0;360.0;9.0;GL24h;INCONNU;MAT_c43e9aa1;140x360 GL24h L=9.0m;True;True;NO MARQUE;valide;;1345
103928;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 140X360 mm L.13.00 m;140.0;360.0;13.0;GL24h;INCONNU;MAT_054ee8e8;140x360 GL24h L=13.0m;True;True;NO MARQUE;valide;;1346
103929;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 140X480 mm L.4.50 m;140.0;480.0;4.5;GL24h;INCONNU;MAT_596ef8d1;140x480 GL24h L=4.5m;True;True;NO MARQUE;valide;;1347
103930;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 140X480 mm L.6.50 m;140.0;480.0;6.5;GL24h;INCONNU;MAT_defffdee;140x480 GL24h L=6.5m;True;True;NO MARQUE;valide;;1348
103931;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 140X480 mm L.9.00 m;140.0;480.0;9.0;GL24h;INCONNU;MAT_c6e5e538;140x480 GL24h L=9.0m;True;True;NO MARQUE;valide;;1349
103932;Lamell̩-coll̩ ̩pic̩a GL24H trait̩ CL2 incolore 140X480 mm L.13.00 m;140.0;480.0;13.0;GL24h;INCONNU;MAT_726db26b;140x480 GL24h L=13.0m;True;True;NO MARQUE;valide;;1350
103949;Bois massif about̩ KVH ̩picea C24 invisible rabot̩ chanfrein̩ trait̩ CL2 incolore 45X145 mm L.6.50 m;45.0;145.0;6.5;C24;INCONNU;MAT_28dc08e6;45x145 C24 L=6.5m;True;True;NO MARQUE;valide;;1359
103950;Bois massif about̩ KVH ̩picea C24 invisible rabot̩ chanfrein̩ trait̩ CL2 incolore 45X145 mm L.13.00 m;45.0;145.0;13.0;C24;INCONNU;MAT_3a0da469;45x145 C24 L=13.0m;True;True;NO MARQUE;valide;;1360
103953;Bois d'ossature douglas C24 sec non trait̩ 45X95 mm L.5.00 m;45.0;95.0;5.0;C24;INCONNU;MAT_e28c1311;45x95 C24 L=5.0m;True;True;NO MARQUE;valide;;1361
103954;Bois d'ossature douglas C24 sec non trait̩ 45X95 mm L.6.00 m;45.0;95.0;6.0;C24;INCONNU;MAT_fbd8d59e;45x95 C24 L=6.0m;True;True;NO MARQUE;valide;;1362
103955;Bois d'ossature douglas C24 sec non trait̩ 45X145 mm L.5.00 m;45.0;145.0;5.0;C24;INCONNU;MAT_910c54db;45x145 C24 L=5.0m;True;True;NO MARQUE;valide;;1363
103957;Bois d'ossature douglas C24 sec non trait̩ 45X220 mm L.5.00 m;45.0;220.0;5.0;C24;INCONNU;MAT_e4e3684a;45x220 C24 L=5.0m;True;True;NO MARQUE;valide;;1364
103958;Bois d'ossature douglas C24 sec non trait̩ 45X220 mm L.6.00 m;45.0;220.0;6.0;C24;INCONNU;MAT_1a6fa948;45x220 C24 L=6.0m;True;True;NO MARQUE;valide;;1365
104028;Bois d'ossature ̩pic̩a C24 trait̩ CL3 incolore 21x45 mm L.3.00 m;21.0;45.0;3.0;C24;INCONNU;MAT_9dd327e6;21x45 C24 L=3.0m;True;True;NO MARQUE;valide;;1388
104030;Bois d'ossature ̩pic̩a C24 trait̩ CL3 incolore 21x45 mm L.3.6 m;21.0;45.0;3.6;C24;INCONNU;MAT_c84b596b;21x45 C24 L=3.6m;True;True;NO MARQUE;valide;;1389
104031;Bois d'ossature ̩pic̩a C24 trait̩ CL3 incolore 21x45 mm L.3.9 m;21.0;45.0;3.9;C24;INCONNU;MAT_e0391084;21x45 C24 L=3.9m;True;True;NO MARQUE;valide;;1390
104033;Bois d'ossature ̩pic̩a C24 trait̩ CL3 incolore 27x45 mm L.3.00 m;27.0;45.0;3.0;C24;INCONNU;MAT_9b024955;27x45 C24 L=3.0m;True;True;NO MARQUE;valide;;1391
104251;Bois d'ossature ̩pic̩a C24 trait̩ CL3 incolore 21x45 mm L.2.7 m;21.0;45.0;2.7;C24;INCONNU;MAT_3ca243e7;21x45 C24 L=2.7m;True;True;NO MARQUE;valide;;1466
104255;Bois de charpente C24 ̩pic̩a sec trait̩ CL2 incolore 63X175mm L.4.05 m;63.0;175.0;4.05;C24;INCONNU;MAT_abe05902;63x175 C24 L=4.05m;True;True;NO MARQUE;valide;;1467
104258;Bois d'ossature douglas C24 sec trait̩ CL2 incolore 45X220 mm L.5.50 m;45.0;220.0;5.5;C24;INCONNU;MAT_82025f40;45x220 C24 L=5.5m;True;True;NO MARQUE;valide;;1468
104259;Bois de charpente C24 ̩pic̩a sec trait̩ CL2 incolore 38X300mm L.3.50 m;38.0;300.0;3.5;C24;INCONNU;MAT_5890dbcb;38x300 C24 L=3.5m;True;True;NO MARQUE;valide;;1469
104260;Bois de charpente C24 ̩pic̩a sec trait̩ CL2 incolore 38X300mm L.4.00 m;38.0;300.0;4.0;C24;INCONNU;MAT_0e7cd2bd;38x300 C24 L=4.0m;True;True;NO MARQUE;valide;;1470
104263;Bois de charpente C24 ̩pic̩a sec trait̩ CL2 incolore 75X250mm L.5.40 m;75.0;250.0;5.4;C24;INCONNU;MAT_aea4dc3f;75x250 C24 L=5.4m;True;True;NO MARQUE;valide;;1472
104285;Bois d'ossature douglas C24 sec trait̩ CL2 incolore 45X145 mm L.5.50 m;45.0;145.0;5.5;C24;INCONNU;MAT_dd0478fc;45x145 C24 L=5.5m;True;True;NO MARQUE;valide;;1493
104408;Bois de charpente C24 ̩pic̩a sec trait̩ CL2 incolore 75X250mm L.4.20 m;75.0;250.0;4.2;C24;INCONNU;MAT_89b588a1;75x250 C24 L=4.2m;True;True;NO MARQUE;valide;;1546
104473;Bois de charpente C24 ̩pic̩a sec trait̩ CL2 incolore 75X250mm L.5.70 m;75.0;250.0;5.7;C24;INCONNU;MAT_8aba941e;75x250 C24 L=5.7m;True;True;NO MARQUE;valide;;1599
104475;Bois de charpente C24 ̩pic̩a sec trait̩ CL2 incolore 75x100mm L.2.70 m;75.0;100.0;2.7;C24;INCONNU;MAT_5254c376;75x100 C24 L=2.7m;True;True;NO MARQUE;valide;;1601
104780;Bois massif about̩ KVH douglas C24 KVH rabot̩ chanfrein̩ trait̩ CL2 incolore 45X220 mm L.13.00 m;45.0;220.0;13.0;C24;INCONNU;MAT_748238e9;45x220 C24 L=13.0m;True;True;PIVETEAU DURAPIN SCIERIE;valide;;1781
104914;Bois de charpente C24 ̩pic̩a non sec trait̩ CL2 incolore 75x250mm L.6.50 m;75.0;250.0;6.5;C24;INCONNU;MAT_6a7f54ba;75x250 C24 L=6.5m;True;True;KARL STREIT GMBH & CO  KG;valide;;1870
